,quality_score,Owner,Country of Origin,Farm Name,Mill,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Moisture,Category One Defects,Color,Category Two Defects,Expiration
668,82.5,Enrique Eduardo Lopez Aguilar,Mexico,SANTA CRUZ - PANTE DON MANUEL,,FINCA SANTA CRUZ,1650,LA CONCORDIA,SUSANA LETICIA LOPEZ AGUILAR,28,1 kg,AMECAFE,2012,"June 7th, 2012",Enrique Eduardo Lopez Aguilar,Typica,Completed,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,0.11,0,,2,"June 7th, 2013"
669,82.5,Juan Luis Alvarado Romero,Guatemala,VARIOUS,,WAELTI -SCHOENFELD,,ORIENTE,VARIOUS,275,1 kg,Asociacion Nacional Del Café,2012,"March 26th, 2012",Juan Luis Alvarado Romero,Caturra,Completed,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,0.11,0,Green,5,"March 26th, 2013"
670,82.5,Jacques Pereira Carneiro,Brazil,Fazenda do Sertao,Cocarive,Exportadora de Cafés Carmo de Minas LTDA,1.250 m,Carmo de Minas Micro Region,Nazareth Dias Pereira,300,60 kg,NUCOFFEE,2012,"March 16th, 2012",Jacques Pereira Carneiro,Bourbon,Completed,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,0.0,0,Blue-Green,4,"March 16th, 2013"
671,82.5,Racafe & Cia S.C.A,Colombia,,,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,275,70 kg,Almacafé,2012,"March 5th, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,0.11,1,Green,3,"March 5th, 2013"
672,82.5,Kona Pacific Farmers Cooperative,United States (Hawaii),,,CQI,,Kona,,7,100 lbs,Specialty Coffee Association,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,0.12,2,Green,3,"February 22nd, 2013"
673,82.5,Adam Kline,Guatemala,,,,1600,Huehuetenango,,245,1,Specialty Coffee Association,,"July 23rd, 2010",Adam Kline,,Completed,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,0.01,1,,14,"July 23rd, 2011"
674,82.42,Brian Beck,Honduras,Carrillo Cooperativa,Cohorsil,Carrillo Cooperativa,1500,"Comayagua, Honduras",Danilo Carrillo,1,2 kg,Specialty Coffee Association,2017,"September 27th, 2017",Brian Beck,Other,Completed,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,0.12,0,Green,6,"September 27th, 2018"
675,82.42,Juan Luis Alvarado Romero,Guatemala,PIAMONTE,BENEFICIO IXCHEL,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,0.1,0,Green,2,"September 8th, 2018"
676,82.42,Juan Luis Alvarado Romero,Guatemala,LAS MERCEDITAS,BENEFICIO IXCHEL,"UNEX GUATEMALA, S.A.",1700,SAN MARCOS,ANGEL DE LEON,50,69 kg,Asociacion Nacional Del Café,2016,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,0.12,0,Green,0,"June 1st, 2018"
677,82.42,Juan Luis Alvarado Romero,Guatemala,LA ESMERALDA,BENEFICIO IXCHEL,"UNEX GUATEMALA, S.A.",518,EL PROGRESO,JESUS RAMIREZ,20,69 kg,Asociacion Nacional Del Café,2017,"June 1st, 2017",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,Green,0,"June 1st, 2018"
678,82.42,Juan Luis Alvarado Romero,Guatemala,PROVIDENCIA,BENEFICIO 2000,Asociación Nacional del Café - Anacafe -,,SANTA ROSA,"PLANTACIONES AGROPECUARIAS, S.A.",275,69 kg,Asociacion Nacional Del Café,2017,"January 20th, 2017",Juan Luis Alvarado Romero,Caturra,Completed,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,3,"January 20th, 2018"
679,82.42,Racafe & Cia S.C.A,Colombia,,Bachue,Racafe & Cia S.C.A,1600,Guayatá,,43,70 kg,Almacafé,2016,"August 5th, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,0.11,0,Green,1,"August 5th, 2017"
680,82.42,Yunnan Coffee Exchange,China,Menglian Gao Sanlin Coffee Factory,Menglian Gao Sanlin Coffee Factory,Yunnan Coffee Exchange,1600,Yunnan province Pu'er City Menglian County,Menglian Gao Sanlin Coffee Factory,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,0.1,0,Green,0,"April 6th, 2017"
681,82.42,BOURBON SPECIALTY COFFEES,Brazil,,Dinamo Armazens Gerais Ltda,BOURBON SPECIALTY COFFEES,,CAMPOS ALTOS - CERRADO,,300,60 kg,Brazil Specialty Coffee Association,2016,"January 12th, 2016",BOURBON SPECIALTY COFFEES,,Completed,,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,8.0,0.11,0,Green,0,"January 11th, 2017"
682,82.42,Gladness Obed Pallangyo,Tanzania,NGURUMA,,TAWOCA,2285,ARUSHA MERU,GLADNESS OBED PALLANGYO,10,60 kg,Africa Fine Coffee Association,2015/2016,"November 16th, 2015",Gladness Obed Pallangyo,Ruiru 11,Completed,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,0.13,0,Green,7,"November 15th, 2016"
683,82.42,Ipanema Coffees,Brazil,Rio Verde,Ipanema Comercial e Exportadora SA,Ipanema Coffees,1,South of Minas Gerais,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,0.0,0,Green,0,"October 7th, 2016"
684,82.42,The Coffee Source Inc.,Guatemala,SEVERAL,IXCHEL,The Coffee Source Inc.,1400 mts,Atitlan,UNEX,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"December 18th, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,0.1,0,Green,0,"December 18th, 2015"
685,82.42,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Mexico,LOS LLANITOS,LA YERBA,PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,1296,LA YERBA,AVELINO CHAVEZ REYNA,10,1 kg,AMECAFE,2014,"August 14th, 2014",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Completed,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,0.11,0,Green,0,"August 14th, 2015"
686,82.42,NUCOFFEE,Brazil,Fazenda Serra Negra,,NUCOFFEE,1000m,South of Minas Gerais,Betina Vilela Reis,39,60 kg,NUCOFFEE,2012,"May 8th, 2014",NUCOFFEE,Catuai,Completed,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,Blue-Green,1,"May 8th, 2015"
687,82.42,Dane Loraas,Peru,,,Sustainable Harvest,Huanuco,Peru,,320,5 lbs,Specialty Coffee Association,2013,"January 21st, 2014",Dane Loraas,,Completed,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,0.0,0,Green,3,"January 21st, 2015"
688,82.42,Ipanema Coffees,Brazil,Fazenda Rio Verde,Ipanema Coffees,Ipanema Coffees,1260,South Minas,Ipanema Coffees,220,60 kg,Specialty Coffee Association,2013/2014,"December 30th, 2013",Ipanema Coffees,Yellow Bourbon,Completed,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,0.0,0,Green,0,"December 30th, 2014"
689,82.42,MANUEL HERRERA JUAREZ,Mexico,FINCA LOS BARREALES,"FINCA LOS BARREALES, TEOCELO, VERACRUZ",,1170,Teocelo,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2013,"December 12th, 2013",MANUEL HERRERA JUAREZ,Bourbon,Completed,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,0.12,0,Green,0,"December 12th, 2014"
690,82.42,Brent Hall,Honduras,,,S&D Coffee and Tea,,,,1,2 kg,Specialty Coffee Association,2012,"December 10th, 2013",Brent Hall,,Completed,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,7.67,0.09,0,None,2,"December 10th, 2014"
691,82.42,Racafe & Cia S.C.A,Colombia,,,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,,250,70 kg,Almacafé,2013,"May 31st, 2013",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,0.11,0,Green,9,"May 31st, 2014"
692,82.42,NESTOR MENDEZ GOMEZ,Mexico,CIPRESAL,ANGEL DE ALBINO DE CORZO,CESMACH S.C.,1560,CHIAPAS,EMPERATRIZ GARCIA MUÑOZ,49,1 kg,AMECAFE,2013,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Typica,Completed,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,0.12,0,Green,5,"March 29th, 2014"
693,82.42,JESUS SALAZAR VELASCO,Mexico,PANTE SAN PEDRO,"SAN PEDRO COTZILNAM, MUNICIPIO DE ALDAMA, CHIAPAS",CARAJILLO CAFÉ SA DE CV,1400,SAN PEDRO COTZILNAM,VICTOR MANUEL LOPEZ VAZQUEZ,20,1 kg,AMECAFE,2012,"September 11th, 2012",JESUS SALAZAR VELASCO,Typica,Completed,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.13,0,Green,2,"September 11th, 2013"
694,82.42,"El Equimite, Cafetal Biodinámico",Mexico,"CAFETAL EL EQUIMITE, RANCHO AGROECOLÓGICO","CAFETAL EL EQUIMITE, RANCHO AGROECOLÓGICO",,1300,COATEPEC,GIBRAN LEONARDO CERVANTES COVARRUBIAS,35,1 kg,AMECAFE,2012,"September 10th, 2012","El Equimite, Cafetal Biodinámico",Typica,Completed,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,0.14,0,Green,9,"September 10th, 2013"
695,82.42,MANUEL HERRERA JUAREZ,Mexico,LOS BARREALES 1112LBCAT_S110312,"LOS BARREALES, TEOCELO, VERACRUZ",FINCA LOS BARREALES,1170,XALAPA,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Caturra,Completed,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,0.13,0,Green,1,"August 31st, 2013"
696,82.42,DARIO CESAR GALEANA SANCHEZ,Mexico,CORRAL DEL DIABLO LOTE 1,CORRAL DEL DIABLO LOTE 1,,1300,ZIHUATANEJO DE AZUETA,DARIO FRANCISCO GALEANA SOLIS,74,1 kg,AMECAFE,2012,"July 25th, 2012",DARIO CESAR GALEANA SANCHEZ,Typica,Completed,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,0,"July 25th, 2013"
697,82.42,JOSE DANIEL COBILT CASTRO,Mexico,CAÑADA FRIA,HUATUSCO,,1350,HUATUSCO,JOSE DANIEL COBILT CASTRO,26,1 kg,AMECAFE,2012,"July 11th, 2012",JOSE DANIEL COBILT CASTRO,Pacamara,Completed,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,0.14,0,Green,6,"July 11th, 2013"
698,82.42,ALVARO QUIROS PEREZ,Mexico,FINCA NEXTLALPA,XICOTEPEC DE JUAREZ,,1150,XICOTEPEC DE JUAREZ,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",10,1 kg,AMECAFE,2012,"July 3rd, 2012",ALVARO QUIROS PEREZ,Caturra,Completed,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,Green,0,"July 3rd, 2013"
699,82.42,OLIVIA HERNANDEZ VIRVES,Mexico,SANTA ROSA,,,1250,PROGRESO SANTA ROSA TEOCELO,OLIVIA HERNANDEZ VIRVES,1,1 kg,AMECAFE,2012,"June 6th, 2012",OLIVIA HERNANDEZ VIRVES,Bourbon,Completed,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,7.5,0.13,0,,4,"June 6th, 2013"
700,82.42,FINCA LAS NIEVES,Mexico,FLN MIRADOR,FINCA LAS NIEVES,FINCA LAS NIEVES,1450,FLN MIRADOR,ROBIN CLEAVER,10,1 kg,AMECAFE,2012,"April 9th, 2012",FINCA LAS NIEVES,Typica,Completed,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,0.12,0,Bluish-Green,0,"April 9th, 2013"
701,82.42,CARCAFE LTDA CI,Colombia,,,CARCAFE LTDA CI,442 MSNM,HUILA,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,250,70 kg,Almacafé,2012,"January 31st, 2012",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,7.58,0.0,0,,2,"January 30th, 2013"
702,82.42,NUCOFFEE,Brazil,Santa Mariana,,NUCOFFEE,,South of Minas Gerais,Glycia Maria,51,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Arusha,Completed,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,0.11,0,Blue-Green,2,"January 22nd, 2013"
703,82.42,Exportadora de Cafe Condor S.A,Colombia,,Trilladora Bonanza-Armenia,Exportadora de Cafe Condor S.A,1750,Huila,,250,70 kg,Almacafé,2011,"December 22nd, 2011",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,0.0,0,Green,2,"December 21st, 2012"
704,82.42,Exportadora de Cafe Condor S.A,Colombia,,Trilladora Bonanza-Armenia,,1750 m.s.n.m,huila,,0,70 kg,Almacafé,3T/2011,"September 22nd, 2011",Exportadora de Cafe Condor S.A,,Completed,,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,0.02,0,,1,"September 21st, 2012"
705,82.33,Bismarck Castro,Honduras,Los Hicaques,CIGRAH S.A. DE .V.,CIGRAH S.A DE C.V,1396,Comayagua,Reinerio Zepeda,275,69 kg,Instituto Hondureño del Café,2017,"April 6th, 2017",Bismarck Castro,Caturra,Completed,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,0.1,0,Green,8,"April 6th, 2018"
706,82.33,Pedro Santos e Silva,Brazil,Fazenda São Pedro,Alfenas,OLAM,982,Cerrado,Tulio Taft Bovaretto,320,2 kg,Brazil Specialty Coffee Association,2016,"February 9th, 2017",Pedro Santos e Silva,Catuai,Completed,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,0.11,0,Green,11,"February 9th, 2018"
707,82.33,Gabriel Barbara,Brazil,,COPAG,Volcafe Ltda.,,CERRADO,,305,59 kg,Brazil Specialty Coffee Association,2016 / 2017,"October 13th, 2016",Gabriel Barbara,,Completed,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,0.11,0,Green,14,"October 13th, 2017"
708,82.33,Ipanema Coffees,Brazil,Capoeirinha Farm,Dry mill,Ipanema Coffees,934,South of Minas Gerais,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,0.11,0,Bluish-Green,3,"August 16th, 2017"
709,82.33,"CECA, S.A.",Costa Rica,Gamboa,Beneficio Montañas del Diamante,"CECA,S.A.",1850,Tarrazu,Martin Gutierrez,100,69 kg,Specialty Coffee Association of Costa Rica,2015,"July 15th, 2016","CECA, S.A.",Caturra,Completed,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,0.1,6,Bluish-Green,3,"July 15th, 2017"
710,82.33,Rodrigo Soto,Costa Rica,Rio Jorco,Rio Jorco,Panamerican Coffee Trading,1550,Tarrazu,Johanna,130,69 kg,Specialty Coffee Association of Costa Rica,2015,"May 17th, 2016",Rodrigo Soto,Catuai,Completed,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,0.0,0,Green,0,"May 17th, 2017"
711,82.33,Yunnan Coffee Exchange,China,Yun Lan Coffee Co. Ltd,Yun Lan Coffee Co. Ltd Mill,Yunnan Coffee Exchange,1580,XiShuangBanNa Prefecture,Yun Lan Coffee Co. Ltd,3,60 kg,Yunnan Coffee Exchange,2015,"April 5th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.12,0,Green,2,"April 5th, 2017"
712,82.33,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,Ipanema Coffees,1268,South Minas Gerais,Ipanema Agrícola SA,12,2 kg,Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Bourbon,Completed,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,0.07,0,Green,0,"October 7th, 2016"
713,82.33,BOURBON SPECIALTY COFFEES,Brazil,,,BOURBON SPECIALTY COFFEES,,CHAPADÃO DE FERRO (CERRADO MINEIRO),,300,60 kg,Brazil Specialty Coffee Association,2015,"April 20th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Completed,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,0.11,0,Green,10,"April 19th, 2016"
714,82.33,Juan Luis Alvarado Romero,Guatemala,FINCA LOMA LINDA Y ANEXO,BENEFICIO EXPORTCAFE AGUA SANTA,"EXPORTCAFE, S.A.",5500 METROS,HUEHUETENANGO,AMANCIO DEL VALLE CARRILLO,275,69 kg,Asociacion Nacional Del Café,2015,"March 10th, 2015",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,0.1,0,Green,6,"March 9th, 2016"
715,82.33,AFCA,Malawi,Utchisi Mountain,Mzuzu Coffee Planters Coop Union,Mzuzu Coffee Planters Coop Union,1450 M,South of Mzuzu,Mzuzu Coffee Planters Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Completed,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,0.12,0,Green,0,"November 4th, 2015"
716,82.33,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,Ipanema Coffees,1100,South Minas Gerais,Ipanema Agrícola SA,10,2 kg,Specialty Coffee Association,2014/2015,"October 15th, 2014",Ipanema Coffees,Bourbon,Completed,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,0.11,0,Blue-Green,0,"October 15th, 2015"
717,82.33,Juan Luis Alvarado Romero,Guatemala,EL MORITO,EL MORITO,"Armajaro Guatemala, S. A.",5000 FT.,JALAPA,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2014,"June 10th, 2014",Juan Luis Alvarado Romero,Pacas,Completed,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,0.12,0,Green,3,"June 10th, 2015"
718,82.33,Dane Loraas,Mexico,,,Sustainable Harvest,,Veracruz,Huatusco,320,5 lbs,Specialty Coffee Association,2014,"April 2nd, 2014",Dane Loraas,,Completed,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.11,0,Green,0,"April 2nd, 2015"
719,82.33,The Coffee Source Inc.,Colombia,SEVERAL,ANTIOQUIA,The Coffee Source Inc.,1300,ANTIOQUIA,SEVERAL,250,3 kg,Specialty Coffee Association of Costa Rica,2013,"January 21st, 2014",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,0.1,0,Green,2,"January 21st, 2015"
720,82.33,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Guo cun nong yuan 國村農園,Guo cun nong yuan 國村農園,Blossom Valley宸嶧國際,200 M,Changhua BaGuaShan 彰化市八卦山,Zhang shui sheng 張水勝,10,20 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,0.11,0,Green,0,"December 26th, 2014"
721,82.33,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Yu jin gui 玉金櫃咖啡,Yu jin gui 玉金櫃咖啡,Blossom Valley宸嶧國際,600 M,Taichung Xinshe 台中市新社區,Lin yu ding 林玉定,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,0.11,0,Green,0,"December 26th, 2014"
722,82.33,Juan Luis Alvarado Romero,Guatemala,EL MORITO,BENEFICIO IXCHEL,"UNEX (GUATEMALA), S.A.",4300,ORIENTE,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,0.12,2,Green,1,"July 16th, 2014"
723,82.33,Exportadora de Cafe Condor S.A,Colombia,,trilladora Bonanza,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250,70 kg,Almacafé,2013,"June 21st, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,0.0,0,Green,1,"June 21st, 2014"
724,82.33,ALFREDO BOJALIL,Mexico,SANTA TERESA,AMSA TUXTLA,ECOMTRADING,1300,"LA CONCORDIA, CHIAPAS",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1 kg,AMECAFE,2013,"March 15th, 2013",ALFREDO BOJALIL,Typica,Completed,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,3,"March 15th, 2014"
725,82.33,Michael Gavina,Costa Rica,,,"F. Gaviña & Sons, Inc.",,Central Valley,,275,1 kg,Specialty Coffee Association,2012,"October 9th, 2012",Michael Gavina,,Completed,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,0.0,0,Green,14,"October 9th, 2013"
726,82.33,Juan Luis Alvarado Romero,Guatemala,FINCA EL MORITO,BENEFICIO EL MORITO,FINCA EL MORITO,"5,500-6,000 PSNM",JALAPA,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69 kg,Asociacion Nacional Del Café,2012,"October 5th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,Green,3,"October 5th, 2013"
727,82.33,SAUL M. HERNANDEZ RAMIREZ,Mexico,TEPEMALACAX,EN TLALNEPANTLA,,441,"JALTOCAN, HIDALGO","SALAZAR HERNANDEZ, ROBERTO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Completed,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,0.15,1,None,8,"September 27th, 2013"
728,82.33,MANUEL HERRERA JUAREZ,Mexico,FINCA LOS BARREALES 1112LBGA7250412,"FINCA LOS BARREALES, TEOCELO, VERACRUZ",FINCA LOS BARREALES,1170,TEOCELO,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Completed,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,0.13,0,Green,9,"August 31st, 2013"
729,82.33,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,BENEFICIO IXCHEL,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"May 23rd, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,0.1,2,Green,5,"May 23rd, 2013"
730,82.33,NUCOFFEE,Brazil,Sitío Santa Luzia,,NUCOFFEE,1100m,Grama Valley,José Malagutti,16,60 kg,NUCOFFEE,2012,"April 11th, 2012",NUCOFFEE,Mundo Novo,Completed,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,Green,2,"April 11th, 2013"
731,82.33,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Mexico,CAFETAL SANTA MARIA,CAFETAL SANTA MARIA,ECZCAFE FINO S.A. DE C.V.,1200 A 1400,SANTA CATARINA JUQUILA,MARIA LUISA DELCARMEN ROJAS NARVAEZ,10,1 kg,AMECAFE,2012,"March 5th, 2012",MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Typica,Completed,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,0.11,0,Green,0,"March 5th, 2013"
732,82.33,NUCOFFEE,Brazil,Café Citrus,,NUCOFFEE,950m,South of Minas Gerais,José Alberto dos Santos,44,60 kg,NUCOFFEE,2012,"February 17th, 2012",NUCOFFEE,Mundo Novo,Completed,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,0.11,0,Green,2,"February 16th, 2013"
